algorithm,graph_id,graph_hash,m,n,sample_id,seed,delete_probability,deleted_edge_count,num_edges,r,L,x_star_index,mis_size,x_star_left_count,x_star_right_count,gamma,Omega,p_gate,q_gate,absf2,absg2,success_probability,ideal_NH_circuit,fk_method,fk_num_steps,fk_norm_error,runtime_prepare,runtime_solver,runtime_total,cache_hit_prefix,cache_hit_clock,status,error_message
NHMIS-HDQAA,cklr_m3_s23_9648b9132b416669,9648b9132b416669,3,9,23,4212590004224949674,0.05,1,23,9,288,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9996028764148868,0.9999504109302378,expm,,,0.1872445130720734,0.0003528110682964,0.2562651459593326,False,False,success,
HMIS-HDQAA,cklr_m3_s24_018ec6194b5d628a,018ec6194b5d628a,3,9,24,4170319534049489616,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1638495519197265,0.999946596552986,expm,,,0.1817416900303214,4.6119093894958496e-05,0.2428441429510712,False,False,success,
NHMIS-FKQAA,cklr_m3_s24_018ec6194b5d628a,018ec6194b5d628a,3,9,24,4170319534049489616,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.045038205644716,0.999946596552986,expm,2232.0,5.5733195836182884e-14,0.1817416900303214,0.001385049894452,0.2424336229451,False,True,success,
NHMIS-HDQAA,cklr_m3_s24_018ec6194b5d628a,018ec6194b5d628a,3,9,24,4170319534049489616,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995990641380208,0.999946596552986,expm,,,0.1817416900303214,0.0003527540247887,0.2427955318707972,False,False,success,
HMIS-HDQAA,cklr_m3_s25_6015e97cb7e184ba,6015e97cb7e184ba,3,9,25,800083384293754550,0.05,1,23,9,288,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1324564892051954,0.9999504109302378,expm,,,0.2345432061702013,4.6634115278720856e-05,0.30435387394391,False,False,success,
NHMIS-FKQAA,cklr_m3_s25_6015e97cb7e184ba,6015e97cb7e184ba,3,9,25,800083384293754550,0.05,1,23,9,288,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1471024111489869,0.9999504109302378,expm,2304.0,1.454392162258955e-14,0.2345432061702013,0.0014633839018642,0.3039392370264977,False,True,success,
NHMIS-HDQAA,cklr_m3_s25_6015e97cb7e184ba,6015e97cb7e184ba,3,9,25,800083384293754550,0.05,1,23,9,288,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9996028765719396,0.9999504109302378,expm,,,0.2345432061702013,0.0003533971030265,0.3043049131520092,False,False,success,
HMIS-HDQAA,cklr_m3_s26_db571ddbc24c4ece,db571ddbc24c4ece,3,9,26,5910649804657706146,0.05,1,23,9,288,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1324564892051954,0.9999504109302378,expm,,,0.2002297770231962,4.55689150840044e-05,0.2608466790989041,False,False,success,
NHMIS-FKQAA,cklr_m3_s26_db571ddbc24c4ece,db571ddbc24c4ece,3,9,26,5910649804657706146,0.05,1,23,9,288,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1471024512827415,0.9999504109302378,expm,2304.0,1.454392162258955e-14,0.2002297770231962,0.0013697110116481,0.2604362959973514,False,True,success,
NHMIS-HDQAA,cklr_m3_s26_db571ddbc24c4ece,db571ddbc24c4ece,3,9,26,5910649804657706146,0.05,1,23,9,288,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9996028767681988,0.9999504109302378,expm,,,0.2002297770231962,0.0003535121213644,0.2607988691888749,False,False,success,
HMIS-HDQAA,cklr_m3_s27_f0334b6301c690e1,f0334b6301c690e1,3,9,27,4230058788579232859,0.05,1,23,9,288,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1324564892051954,0.9999504109302378,expm,,,0.1983363071922212,5.851313471794128e-05,0.2647724871058017,False,False,success,
NHMIS-FKQAA,cklr_m3_s27_f0334b6301c690e1,f0334b6301c690e1,3,9,27,4230058788579232859,0.05,1,23,9,288,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1471025491841062,0.9999504109302378,expm,2304.0,1.454392162258955e-14,0.1983363071922212,0.0014462489634752,0.2643482252024114,False,True,success,
NHMIS-HDQAA,cklr_m3_s27_f0334b6301c690e1,f0334b6301c690e1,3,9,27,4230058788579232859,0.05,1,23,9,288,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9996028770823044,0.9999504109302378,expm,,,0.1983363071922212,0.0003537919837981,0.264711445197463,False,False,success,
HMIS-HDQAA,cklr_m3_s28_0401d902cf980057,0401d902cf980057,3,9,28,5529320639870506422,0.03,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.16384955191972653,0.9999465965529861,expm,,,0.1486313510686159,2.7916859835386276e-05,0.16040758998133242,False,False,success,
NHMIS-FKQAA,cklr_m3_s28_0401d902cf980057,0401d902cf980057,3,9,28,5529320639870506422,0.03,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.04503828118701448,0.9999465965529861,expm,2232.0,5.573319583618286e-14,0.1486313510686159,0.00036201998591423035,0.16009270888753235,False,True,success,
NHMIS-HDQAA,cklr_m3_s28_0401d902cf980057,0401d902cf980057,3,9,28,5529320639870506422,0.03,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.999599064766116,0.9999465965529861,expm,,,0.1486313510686159,0.00028230994939804077,0.1603780488949269,False,False,success,
HMIS-HDQAA,cklr_m3_s29_19e1e5b079e52a74,19e1e5b079e52a74,3,9,29,582727656478056765,0.05,1,23,9,288,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1324564892051954,0.9999504109302378,expm,,,0.1599944541230797,4.9718888476490974e-05,0.2020578468218445,False,False,success,
NHMIS-FKQAA,cklr_m3_s29_19e1e5b079e52a74,19e1e5b079e52a74,3,9,29,582727656478056765,0.05,1,23,9,288,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1471024287878455,0.9999504109302378,expm,2304.0,1.454392162258955e-14,0.1599944541230797,0.0015713658649474,0.2016222709789872,False,True,success,
NHMIS-HDQAA,cklr_m3_s29_19e1e5b079e52a74,19e1e5b079e52a74,3,9,29,582727656478056765,0.05,1,23,9,288,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9996028764934132,0.9999504109302378,expm,,,0.1599944541230797,0.000373164890334,0.2020054860040545,False,False,success,
HMIS-HDQAA,cklr_m3_s30_a167c8c9e09395ac,a167c8c9e09395ac,3,9,30,4880988683069686344,0.03,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.16384955191972653,0.9999465965529861,expm,,,0.14886652305722237,2.692197449505329e-05,0.1605871538631618,False,False,success,
NHMIS-FKQAA,cklr_m3_s30_a167c8c9e09395ac,a167c8c9e09395ac,3,9,30,4880988683069686344,0.03,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.04503821532995896,0.9999465965529861,expm,2232.0,5.573319583618286e-14,0.14886652305722237,0.000363118015229702,0.16026147990487516,False,True,success,
NHMIS-HDQAA,cklr_m3_s30_a167c8c9e09395ac,a167c8c9e09395ac,3,9,30,4880988683069686344,0.03,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995990642950731,0.9999465965529861,expm,,,0.14886652305722237,0.00029420596547424793,0.16055848100222647,False,False,success,
HMIS-HDQAA,cklr_m3_s31_73925ee11ddc5dc5,73925ee11ddc5dc5,3,9,31,4730959470120351323,0.03,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.8663082585375196,0.9999427822048356,expm,,,0.14770030416548252,2.8905924409627914e-05,0.15965959895402193,False,False,success,
NHMIS-FKQAA,cklr_m3_s31_73925ee11ddc5dc5,73925ee11ddc5dc5,3,9,31,4730959470120351323,0.03,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.04625134355440786,0.9999427822048356,expm,2160.0,2.362554596402333e-13,0.14770030416548252,0.000389214837923646,0.1592665088828653,False,True,success,
NHMIS-HDQAA,cklr_m3_s31_73925ee11ddc5dc5,73925ee11ddc5dc5,3,9,31,4730959470120351323,0.03,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.999595252086498,0.9999427822048356,expm,,,0.14770030416548252,0.00035875593312084675,0.15962886693887413,False,False,success,
HMIS-HDQAA,cklr_m3_s32_a08bd02b60d8fc49,a08bd02b60d8fc49,3,9,32,5918027568631525547,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1638495519197265,0.999946596552986,expm,,,0.1791050110477954,4.608393646776676e-05,0.2401277730241418,False,False,success,
NHMIS-FKQAA,cklr_m3_s32_a08bd02b60d8fc49,a08bd02b60d8fc49,3,9,32,5918027568631525547,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0450382344717599,0.999946596552986,expm,2232.0,5.5733195836182884e-14,0.1791050110477954,0.0013976960908621,0.2397242849692702,False,True,success,
NHMIS-HDQAA,cklr_m3_s32_a08bd02b60d8fc49,a08bd02b60d8fc49,3,9,32,5918027568631525547,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995990644521252,0.999946596552986,expm,,,0.1791050110477954,0.0003377189859747,0.2400715639814734,False,False,success,
HMIS-HDQAA,cklr_m3_s34_548d61d5aa346e07,548d61d5aa346e07,3,9,34,4276259969809057772,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1638495519197265,0.999946596538435,expm,,,0.150359506951645,5.0084199756383896e-05,0.1991250158753246,False,False,success,
NHMIS-FKQAA,cklr_m3_s34_548d61d5aa346e07,548d61d5aa346e07,3,9,34,4276259969809057772,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0450382882675201,0.999946596538435,expm,2232.0,5.5733195836182884e-14,0.150359506951645,0.0014716428704559,0.1987175159156322,False,True,success,
NHMIS-HDQAA,cklr_m3_s34_548d61d5aa346e07,548d61d5aa346e07,3,9,34,4276259969809057772,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.99959906479089,0.999946596538435,expm,,,0.150359506951645,0.0003453949466347,0.199072548886761,False,False,success,
HMIS-HDQAA,cklr_m3_s35_66ef475e78d4cc5c,66ef475e78d4cc5c,3,9,35,1524370229821964174,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1638495519197265,0.999946596552986,expm,,,0.1801386110018938,5.21298497915268e-05,0.240411918843165,False,False,success,
NHMIS-FKQAA,cklr_m3_s35_66ef475e78d4cc5c,66ef475e78d4cc5c,3,9,35,1524370229821964174,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0450382134457983,0.999946596552986,expm,2232.0,5.5733195836182884e-14,0.1801386110018938,0.0014076300431042,0.2399971329141408,False,True,success,
NHMIS-HDQAA,cklr_m3_s35_66ef475e78d4cc5c,66ef475e78d4cc5c,3,9,35,1524370229821964174,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995990642950732,0.999946596552986,expm,,,0.1801386110018938,0.0003510911483317,0.2403574178460985,False,False,success,
HMIS-HDQAA,cklr_m3_s36_7aa085d179f11036,7aa085d179f11036,3,9,36,6646281512556041818,0.03,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1638495519197265,0.999946596538435,expm,,,0.1505013690330088,4.965788684785366e-05,0.2019022449385374,False,False,success,
NHMIS-FKQAA,cklr_m3_s36_7aa085d179f11036,7aa085d179f11036,3,9,36,6646281512556041818,0.03,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0450382741062948,0.999946596538435,expm,2232.0,5.573319583618287e-14,0.1505013690330088,0.0013351431116461,0.2015200839377939,False,True,success,
NHMIS-HDQAA,cklr_m3_s36_7aa085d179f11036,7aa085d179f11036,3,9,36,6646281512556041818,0.03,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995990647123638,0.999946596538435,expm,,,0.1505013690330088,0.0003217179328203,0.2018505427986383,False,False,success,
HMIS-HDQAA,cklr_m3_s37_26f6344a9ed63d7c,26f6344a9ed63d7c,3,9,37,6827916607056466125,0.05,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.8663082585375196,0.9999427822048356,expm,,,0.140686318045482,2.8330832719802856e-05,0.1518456940539181,False,False,success,
NHMIS-FKQAA,cklr_m3_s37_26f6344a9ed63d7c,26f6344a9ed63d7c,3,9,37,6827916607056466125,0.05,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0462513944470546,0.9999427822048356,expm,2160.0,2.362554596402333e-13,0.140686318045482,0.0004261790309101,0.1515429280698299,False,True,success,
NHMIS-HDQAA,cklr_m3_s37_26f6344a9ed63d7c,26f6344a9ed63d7c,3,9,37,6827916607056466125,0.05,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995952524006012,0.9999427822048356,expm,,,0.140686318045482,0.0002688888926059,0.1518150551710277,False,False,success,
HMIS-HDQAA,cklr_m3_s38_0f24be9e0ebb6b18,0f24be9e0ebb6b18,3,9,38,2563494197057785625,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1638495519197265,0.999946596552986,expm,,,0.1522253069560974,5.250796675682068e-05,0.1993902511894703,False,False,success,
NHMIS-FKQAA,cklr_m3_s38_0f24be9e0ebb6b18,0f24be9e0ebb6b18,3,9,38,2563494197057785625,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0450381545688058,0.999946596552986,expm,2232.0,5.5733195836182884e-14,0.1522253069560974,0.0014117709361016,0.1989828781224787,False,True,success,
NHMIS-HDQAA,cklr_m3_s38_0f24be9e0ebb6b18,0f24be9e0ebb6b18,3,9,38,2563494197057785625,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995990638632364,0.999946596552986,expm,,,0.1522253069560974,0.0003432631492614,0.1993354270234704,False,False,success,
HMIS-HDQAA,cklr_m3_s39_928ce6228d019f4b,928ce6228d019f4b,3,9,39,5140011730318378197,0.05,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.8663082585375196,0.9999427822048356,expm,,,0.1459326739422977,2.793688327074051e-05,0.1570361577905714,False,False,success,
NHMIS-FKQAA,cklr_m3_s39_928ce6228d019f4b,928ce6228d019f4b,3,9,39,5140011730318378197,0.05,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0462512863616966,0.9999427822048356,expm,2160.0,2.362554596402333e-13,0.1459326739422977,0.0003961350303143,0.1567250129301101,False,True,success,
NHMIS-HDQAA,cklr_m3_s39_928ce6228d019f4b,928ce6228d019f4b,3,9,39,5140011730318378197,0.05,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995952516154568,0.9999427822048356,expm,,,0.1459326739422977,0.0002779050264507,0.1570061028469354,False,False,success,
HMIS-HDQAA,cklr_m3_s40_901151eb0e311dd5,901151eb0e311dd5,3,9,40,7872731804584643019,0.03,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.16384955191972653,0.9999465965529861,expm,,,0.1508779029827565,2.668309025466442e-05,0.16289261914789677,False,False,success,
NHMIS-FKQAA,cklr_m3_s40_901151eb0e311dd5,901151eb0e311dd5,3,9,40,7872731804584643019,0.03,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.04503816925114773,0.9999465965529861,expm,2232.0,5.573319583618286e-14,0.1508779029827565,0.0005869760643690825,0.16256550210528076,False,True,success,
NHMIS-HDQAA,cklr_m3_s40_901151eb0e311dd5,901151eb0e311dd5,3,9,40,7872731804584643019,0.03,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995990639809686,0.9999465965529861,expm,,,0.1508779029827565,0.0002959109842777252,0.16286428202874959,False,False,success,
HMIS-HDQAA,cklr_m3_s41_b8bfeeda5e4873e6,b8bfeeda5e4873e6,3,9,41,208797976902849814,0.03,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1638495519197265,0.999946596552986,expm,,,0.1509566961321979,4.2421044781804085e-05,0.1986387898214161,False,False,success,
NHMIS-FKQAA,cklr_m3_s41_b8bfeeda5e4873e6,b8bfeeda5e4873e6,3,9,41,208797976902849814,0.03,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0450381328224275,0.999946596552986,expm,2232.0,5.573319583618287e-14,0.1509566961321979,0.0013483560178428,0.1982648109551519,False,True,success,
NHMIS-HDQAA,cklr_m3_s41_b8bfeeda5e4873e6,b8bfeeda5e4873e6,3,9,41,208797976902849814,0.03,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995990635884516,0.999946596552986,expm,,,0.1509566961321979,0.0003207339905202,0.1985942330211401,False,False,success,
HMIS-HDQAA,cklr_m3_s42_4664d9986963152f,4664d9986963152f,3,9,42,5822592977001533761,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1638495519197265,0.999946596552986,expm,,,0.1568546418566256,4.70099039375782e-05,0.206854703137651,False,False,success,
NHMIS-FKQAA,cklr_m3_s42_4664d9986963152f,4664d9986963152f,3,9,42,5822592977001533761,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0450381915986558,0.999946596552986,expm,2232.0,5.5733195836182884e-14,0.1568546418566256,0.0014794999733567,0.2064510430209338,False,True,success,
NHMIS-HDQAA,cklr_m3_s42_4664d9986963152f,4664d9986963152f,3,9,42,5822592977001533761,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995990640202884,0.999946596552986,expm,,,0.1568546418566256,0.0003447360359132,0.2068051071837544,False,False,success,
HMIS-HDQAA,cklr_m3_s43_f6fff9ee64e28210,f6fff9ee64e28210,3,9,43,5690495085980298533,0.03,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1638495519197265,0.999946596538435,expm,,,0.1518813108559698,4.1597988456487656e-05,0.2002863751258701,False,False,success,
NHMIS-FKQAA,cklr_m3_s43_f6fff9ee64e28210,f6fff9ee64e28210,3,9,43,5690495085980298533,0.03,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0450382771743387,0.999946596538435,expm,2232.0,5.573319583618287e-14,0.1518813108559698,0.001661404967308,0.1999043200630694,False,True,success,
NHMIS-HDQAA,cklr_m3_s43_f6fff9ee64e28210,f6fff9ee64e28210,3,9,43,5690495085980298533,0.03,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995990647123638,0.999946596538435,expm,,,0.1518813108559698,0.0003297969233244,0.2002426020335406,False,False,success,
HMIS-HDQAA,cklr_m3_s44_537b11ddbc56fc0d,537b11ddbc56fc0d,3,9,44,1274985695481950377,0.05,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.8663082585375196,0.9999427822048356,expm,,,0.1457744278013706,4.5454828068614006e-05,0.1994702639058232,False,False,success,
NHMIS-FKQAA,cklr_m3_s44_537b11ddbc56fc0d,537b11ddbc56fc0d,3,9,44,1274985695481950377,0.05,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0462513238283385,0.9999427822048356,expm,2160.0,2.362554596402333e-13,0.1457744278013706,0.0013819490559399,0.1990959488321095,False,True,success,
NHMIS-HDQAA,cklr_m3_s44_537b11ddbc56fc0d,537b11ddbc56fc0d,3,9,44,1274985695481950377,0.05,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995952519294464,0.9999427822048356,expm,,,0.1457744278013706,0.0003179740160703,0.1994225298985839,False,False,success,
HMIS-HDQAA,cklr_m3_s45_dcac022da38e2c98,dcac022da38e2c98,3,9,45,3187178570674813972,0.07,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1638495519197265,0.999946596552986,expm,,,0.1565299031790346,4.725717008113861e-05,0.2059917219448834,False,False,success,
NHMIS-FKQAA,cklr_m3_s45_dcac022da38e2c98,dcac022da38e2c98,3,9,45,3187178570674813972,0.07,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0450381915986558,0.999946596552986,expm,2232.0,5.5733195836182884e-14,0.1565299031790346,0.0014990950003266,0.2055737229529768,False,True,success,
NHMIS-HDQAA,cklr_m3_s45_dcac022da38e2c98,dcac022da38e2c98,3,9,45,3187178570674813972,0.07,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995990640202884,0.999946596552986,expm,,,0.1565299031790346,0.0003582809586077,0.2059419869910925,False,False,success,
HMIS-HDQAA,cklr_m3_s46_8662bdfb3eaa9c2c,8662bdfb3eaa9c2c,3,9,46,5150385778178975247,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1638495519197265,0.999946596538435,expm,,,0.1516097609419375,3.2828887924551964e-05,0.204204540932551,False,False,success,
NHMIS-FKQAA,cklr_m3_s46_8662bdfb3eaa9c2c,8662bdfb3eaa9c2c,3,9,46,5150385778178975247,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0450381589436,0.999946596538435,expm,2232.0,5.573319583618287e-14,0.1516097609419375,0.0016696318052709,0.203884334070608,False,True,success,
NHMIS-HDQAA,cklr_m3_s46_8662bdfb3eaa9c2c,8662bdfb3eaa9c2c,3,9,46,5150385778178975247,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995990637701642,0.999946596538435,expm,,,0.1516097609419375,0.0002792400773614,0.2041702670976519,False,False,success,
HMIS-HDQAA,cklr_m3_s47_e935285ae0d46423,e935285ae0d46423,3,9,47,2678369069045424552,0.07,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1638495519197265,0.999946596552986,expm,,,0.1488028930034488,3.533600829541683e-05,0.1607549868058413,False,False,success,
NHMIS-FKQAA,cklr_m3_s47_e935285ae0d46423,e935285ae0d46423,3,9,47,2678369069045424552,0.07,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.045038202453366,0.999946596552986,expm,2232.0,5.5733195836182884e-14,0.1488028930034488,0.0004595348145812,0.1604238438885659,False,True,success,
NHMIS-HDQAA,cklr_m3_s47_e935285ae0d46423,e935285ae0d46423,3,9,47,2678369069045424552,0.07,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.999599064216547,0.999946596552986,expm,,,0.1488028930034488,0.0002901889383792,0.1607173578813672,False,False,success,
HMIS-HDQAA,cklr_m3_s48_bea0d1a409cd4322,bea0d1a409cd4322,3,9,48,1923048142549652179,0.07,1,23,9,288,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1324564892051954,0.9999504109302378,expm,,,0.2212568779941648,4.622805863618851e-05,0.2880749651230871,False,False,success,
NHMIS-FKQAA,cklr_m3_s48_bea0d1a409cd4322,bea0d1a409cd4322,3,9,48,1923048142549652179,0.07,1,23,9,288,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1471025307495065,0.9999504109302378,expm,2304.0,1.454392162258955e-14,0.2212568779941648,0.0014487248845398,0.2876623841002583,False,True,success,
NHMIS-HDQAA,cklr_m3_s48_bea0d1a409cd4322,bea0d1a409cd4322,3,9,48,1923048142549652179,0.07,1,23,9,288,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9996028770429845,0.9999504109302378,expm,,,0.2212568779941648,0.0003514338750392,0.2880263749975711,False,False,success,
HMIS-HDQAA,cklr_m3_s49_790b1ff69e66ad44,790b1ff69e66ad44,3,9,49,7594233306507828882,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1638495519197265,0.999946596552986,expm,,,0.1490575249772519,4.427903331816197e-05,0.1961394699756056,False,False,success,
NHMIS-FKQAA,cklr_m3_s49_790b1ff69e66ad44,790b1ff69e66ad44,3,9,49,7594233306507828882,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0450382275062738,0.999946596552986,expm,2232.0,5.573319583618287e-14,0.1490575249772519,0.0016504700761288,0.1957508001942187,False,True,success,
NHMIS-HDQAA,cklr_m3_s49_790b1ff69e66ad44,790b1ff69e66ad44,3,9,49,7594233306507828882,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995990643735992,0.999946596552986,expm,,,0.1490575249772519,0.0003331480547785,0.1960929771885275,False,False,success,
HMIS-HDQAA,cklr_m3_s50_ca192fc49275011d,ca192fc49275011d,3,9,50,264964453820758893,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1638495519197265,0.999946596552986,expm,,,0.1556768019217997,2.6411842554807663e-05,0.2056928949896246,False,False,success,
NHMIS-FKQAA,cklr_m3_s50_ca192fc49275011d,ca192fc49275011d,3,9,50,264964453820758893,0.05,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0450382012838956,0.999946596552986,expm,2232.0,5.573319583618287e-14,0.1556768019217997,0.0015077819116413,0.2054442579392343,False,True,success,
