algorithm,graph_id,graph_hash,m,n,sample_id,seed,delete_probability,deleted_edge_count,num_edges,r,L,x_star_index,mis_size,x_star_left_count,x_star_right_count,gamma,Omega,p_gate,q_gate,absf2,absg2,success_probability,ideal_NH_circuit,fk_method,fk_num_steps,fk_norm_error,runtime_prepare,runtime_solver,runtime_total,cache_hit_prefix,cache_hit_clock,status,error_message
NHMIS-HDQAA,cklr_m9_s20_553217de09242359,553217de09242359,9,33,20,237679593054934427,0.03,5,235,33,8844,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644247756832,1.0,expm,,,40.66631432808936,0.0005715109873563,40.68014188599773,False,False,success,
HMIS-HDQAA,cklr_m9_s21_b86acb68d82735d6,b86acb68d82735d6,9,33,21,4490140564172646472,0.03,6,234,33,8811,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0220171557126929,1.0,expm,,,40.007020795950666,3.316393122076988e-05,40.0208195799496,False,False,success,
NHMIS-FKQAA,cklr_m9_s21_b86acb68d82735d6,b86acb68d82735d6,9,33,21,4490140564172646472,0.03,6,234,33,8811,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0331021202823057,1.0,expm,70488.0,4.373834627813267e-12,40.007020795950666,0.0014879109803587,40.02019623294473,False,True,success,
NHMIS-HDQAA,cklr_m9_s21_b86acb68d82735d6,b86acb68d82735d6,9,33,21,4490140564172646472,0.03,6,234,33,8811,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644247575176,1.0,expm,,,40.007020795950666,0.0005835408810526,40.02078370307572,False,False,success,
HMIS-HDQAA,cklr_m9_s22_c4e6e684a76b0807,c4e6e684a76b0807,9,33,22,2962294147764205735,0.03,8,232,33,8745,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0217712520962522,1.0,expm,,,39.86256727506407,3.266194835305214e-05,39.87649537390098,False,False,success,
NHMIS-FKQAA,cklr_m9_s22_c4e6e684a76b0807,c4e6e684a76b0807,9,33,22,2962294147764205735,0.03,8,232,33,8745,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0496697711915193,1.0,expm,69960.0,3.297362383136715e-12,39.86256727506407,0.0015012340154498,39.87588092288934,False,True,success,
NHMIS-HDQAA,cklr_m9_s22_c4e6e684a76b0807,c4e6e684a76b0807,9,33,22,2962294147764205735,0.03,8,232,33,8745,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644247139204,1.0,expm,,,39.86256727506407,0.0005758658517152,39.87646079901606,False,False,success,
HMIS-HDQAA,cklr_m9_s23_6aeade57b1116368,6aeade57b1116368,9,33,23,7940226396537198390,0.03,4,236,33,8877,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0222633081525939,1.0,expm,,,40.6562544060871,3.368500620126724e-05,40.67207433283329,False,False,success,
NHMIS-FKQAA,cklr_m9_s23_6aeade57b1116368,6aeade57b1116368,9,33,23,7940226396537198390,0.03,4,236,33,8877,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0219937291612966,1.0,expm,71016.0,8.15525424968655e-12,40.6562544060871,0.0016506938263773,40.67142932699062,False,True,success,
NHMIS-HDQAA,cklr_m9_s23_6aeade57b1116368,6aeade57b1116368,9,33,23,7940226396537198390,0.03,4,236,33,8877,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644248047484,1.0,expm,,,40.6562544060871,0.0006049610674381,40.67203829996288,False,False,success,
HMIS-HDQAA,cklr_m9_s24_f8f56bed6e5584f8,f8f56bed6e5584f8,9,33,24,4437015013037655643,0.03,7,233,33,8778,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.021894171794347,1.0,expm,,,40.826838058186695,3.339606337249279e-05,40.84098978806287,False,False,success,
NHMIS-FKQAA,cklr_m9_s24_f8f56bed6e5584f8,f8f56bed6e5584f8,9,33,24,4437015013037655643,0.03,7,233,33,8778,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0383007715663638,1.0,expm,70224.0,6.619149672815183e-12,40.826838058186695,0.0014869680162519,40.84038216504268,False,True,success,
NHMIS-HDQAA,cklr_m9_s24_f8f56bed6e5584f8,f8f56bed6e5584f8,9,33,24,4437015013037655643,0.03,7,233,33,8778,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644247357188,1.0,expm,,,40.826838058186695,0.0005678869783878,40.84095406206325,False,False,success,
HMIS-HDQAA,cklr_m9_s25_81faf220cd5a2cff,81faf220cd5a2cff,9,33,25,4489261750347313997,0.03,5,235,33,8844,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0221402018346497,1.0,expm,,,40.56946975411847,3.231619484722614e-05,40.58509611804038,False,False,success,
NHMIS-FKQAA,cklr_m9_s25_81faf220cd5a2cff,81faf220cd5a2cff,9,33,25,4489261750347313997,0.03,5,235,33,8844,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0241718840551948,1.0,expm,70752.0,7.100986465502501e-13,40.56946975411847,0.0014678570441901,40.58447515894659,False,True,success,
NHMIS-HDQAA,cklr_m9_s25_81faf220cd5a2cff,81faf220cd5a2cff,9,33,25,4489261750347313997,0.03,5,235,33,8844,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644247829496,1.0,expm,,,40.56946975411847,0.0005822379607707,40.585061544086784,False,False,success,
HMIS-HDQAA,cklr_m9_s26_a45571c12ebd78ee,a45571c12ebd78ee,9,33,26,8074577289465345225,0.03,6,234,33,8811,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0220171557126929,1.0,expm,,,40.10725551890209,3.21599654853344e-05,40.121097954921424,False,False,success,
NHMIS-FKQAA,cklr_m9_s26_a45571c12ebd78ee,a45571c12ebd78ee,9,33,26,8074577289465345225,0.03,6,234,33,8811,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0331021202821853,1.0,expm,70488.0,4.373834627813267e-12,40.10725551890209,0.0014845640398561,40.12048625107855,False,True,success,
NHMIS-HDQAA,cklr_m9_s26_a45571c12ebd78ee,a45571c12ebd78ee,9,33,26,8074577289465345225,0.03,6,234,33,8811,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644247538846,1.0,expm,,,40.10725551890209,0.000572953838855,40.12106347992085,False,False,success,
HMIS-HDQAA,cklr_m9_s27_ad8d5627e10fedd5,ad8d5627e10fedd5,9,33,27,5987631673524662668,0.03,7,233,33,8778,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.021894171794347,1.0,expm,,,42.603198050986975,3.71329952031374e-05,42.61989901214838,False,False,success,
NHMIS-FKQAA,cklr_m9_s27_ad8d5627e10fedd5,ad8d5627e10fedd5,9,33,27,5987631673524662668,0.03,7,233,33,8778,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0383007715663638,1.0,expm,70224.0,6.619149672815183e-12,42.603198050986975,0.0014960821717977,42.61924929311499,False,True,success,
NHMIS-HDQAA,cklr_m9_s27_ad8d5627e10fedd5,ad8d5627e10fedd5,9,33,27,5987631673524662668,0.03,7,233,33,8778,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644247357188,1.0,expm,,,42.603198050986975,0.0006060348823666,42.61985939112492,False,False,success,
HMIS-HDQAA,cklr_m9_s28_a3813a22c85558b3,a3813a22c85558b3,9,33,28,190640000215970687,0.03,4,236,33,8877,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0222633081525939,1.0,expm,,,40.57414520788007,3.614509478211403e-05,40.58801703411154,False,False,success,
NHMIS-FKQAA,cklr_m9_s28_a3813a22c85558b3,a3813a22c85558b3,9,33,28,190640000215970687,0.03,4,236,33,8877,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0219937291611366,1.0,expm,71016.0,8.15525424968655e-12,40.57414520788007,0.0014811831060796,40.58741061715409,False,True,success,
NHMIS-HDQAA,cklr_m9_s28_a3813a22c85558b3,a3813a22c85558b3,9,33,28,190640000215970687,0.03,4,236,33,8877,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.998664424797482,1.0,expm,,,40.57414520788007,0.0005645030178129,40.58797883009538,False,False,success,
HMIS-HDQAA,cklr_m9_s29_69b2ab97236f6ce7,69b2ab97236f6ce7,9,33,29,1202423162858459857,0.03,2,238,33,8943,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0225096933908808,1.0,expm,,,40.652489515952766,6.171781569719315e-05,40.66637794091366,False,False,success,
NHMIS-FKQAA,cklr_m9_s29_69b2ab97236f6ce7,69b2ab97236f6ce7,9,33,29,1202423162858459857,0.03,2,238,33,8943,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0277979482801706,1.0,expm,71544.0,3.423483718734133e-12,40.652489515952766,0.0014885219279676,40.66573718097061,False,True,success,
NHMIS-HDQAA,cklr_m9_s29_69b2ab97236f6ce7,69b2ab97236f6ce7,9,33,29,1202423162858459857,0.03,2,238,33,8943,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644248483456,1.0,expm,,,40.652489515952766,0.0005720991175621,40.66631353995763,False,False,success,
HMIS-HDQAA,cklr_m9_s30_f398ab130d0ba29b,f398ab130d0ba29b,9,33,30,2003661255244195382,0.03,3,237,33,8910,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0223864726678932,1.0,expm,,,40.852411574916914,4.319986328482628e-05,40.86626212205738,False,False,success,
NHMIS-FKQAA,cklr_m9_s30_f398ab130d0ba29b,f398ab130d0ba29b,9,33,30,2003661255244195382,0.03,3,237,33,8910,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0232928547567198,1.0,expm,71280.0,2.461586490198897e-12,40.852411574916914,0.0014843521639704,40.86562626087107,False,True,success,
NHMIS-HDQAA,cklr_m9_s30_f398ab130d0ba29b,f398ab130d0ba29b,9,33,30,2003661255244195382,0.03,3,237,33,8910,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644248229138,1.0,expm,,,40.852411574916914,0.000586446840316,40.866216564085335,False,False,success,
HMIS-HDQAA,cklr_m9_s31_32af87fccc3afdb8,32af87fccc3afdb8,9,33,31,3798599802530104322,0.03,5,235,33,8844,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0221402018346497,1.0,expm,,,40.50321712996811,2.7057016268372536e-05,40.5171640641056,False,False,success,
NHMIS-FKQAA,cklr_m9_s31_32af87fccc3afdb8,32af87fccc3afdb8,9,33,31,3798599802530104322,0.03,5,235,33,8844,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0241718840551948,1.0,expm,70752.0,7.100986465502501e-13,40.50321712996811,0.0016439910978078,40.51655525015667,False,True,success,
NHMIS-HDQAA,cklr_m9_s31_32af87fccc3afdb8,32af87fccc3afdb8,9,33,31,3798599802530104322,0.03,5,235,33,8844,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644247829496,1.0,expm,,,40.50321712996811,0.0005761920474469,40.517135174945,False,False,success,
HMIS-HDQAA,cklr_m9_s32_f9183f68a48a5d81,f9183f68a48a5d81,9,33,32,7618686130851087986,0.03,10,230,33,8679,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0215256134726165,1.0,expm,,,39.87911669886671,4.419288598001003e-05,39.89297988405451,False,False,success,
NHMIS-FKQAA,cklr_m9_s32_f9183f68a48a5d81,f9183f68a48a5d81,9,33,32,7618686130851087986,0.03,10,230,33,8679,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0460131399577688,1.0,expm,69432.0,3.326672270986819e-12,39.87911669886671,0.0014814189635217,39.89235115190968,False,True,success,
NHMIS-HDQAA,cklr_m9_s32_f9183f68a48a5d81,f9183f68a48a5d81,9,33,32,7618686130851087986,0.03,10,230,33,8679,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644246666896,1.0,expm,,,39.87911669886671,0.0005781848449259,39.89293334796093,False,False,success,
HMIS-HDQAA,cklr_m9_s33_6a180b20887d2cc8,6a180b20887d2cc8,9,33,33,5711642559126426812,0.03,6,234,33,8811,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0220171557126929,1.0,expm,,,40.027451522881165,3.328011371195316e-05,40.0412857090123,False,False,success,
NHMIS-FKQAA,cklr_m9_s33_6a180b20887d2cc8,6a180b20887d2cc8,9,33,33,5711642559126426812,0.03,6,234,33,8811,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0331021202823057,1.0,expm,70488.0,4.373834627813267e-12,40.027451522881165,0.0014819779898971,40.04066248401068,False,True,success,
NHMIS-HDQAA,cklr_m9_s33_6a180b20887d2cc8,6a180b20887d2cc8,9,33,33,5711642559126426812,0.03,6,234,33,8811,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644247575176,1.0,expm,,,40.027451522881165,0.0005837269127368,40.04125026403926,False,False,success,
HMIS-HDQAA,cklr_m9_s34_56024f8c4751932b,56024f8c4751932b,9,33,34,5524258360501814612,0.03,6,234,33,8811,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0220171557126929,1.0,expm,,,40.36552522610873,3.1918054446578026e-05,40.38123730593361,False,False,success,
NHMIS-FKQAA,cklr_m9_s34_56024f8c4751932b,56024f8c4751932b,9,33,34,5524258360501814612,0.03,6,234,33,8811,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0331021202821853,1.0,expm,70488.0,4.373834627813267e-12,40.36552522610873,0.0014631219673901,40.38061694102362,False,True,success,
NHMIS-HDQAA,cklr_m9_s34_56024f8c4751932b,56024f8c4751932b,9,33,34,5524258360501814612,0.03,6,234,33,8811,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644247538846,1.0,expm,,,40.36552522610873,0.0005820451769977,40.38120306003839,False,False,success,
HMIS-HDQAA,cklr_m9_s35_556db604d9a4831d,556db604d9a4831d,9,33,35,2873015212257561651,0.03,9,231,33,8712,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0216483986440915,1.0,expm,,,39.52711911010556,3.3534131944179535e-05,39.54102841205895,False,False,success,
NHMIS-FKQAA,cklr_m9_s35_556db604d9a4831d,556db604d9a4831d,9,33,35,2873015212257561651,0.03,9,231,33,8712,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0439312540303968,1.0,expm,69696.0,2.8612667790639534e-12,39.52711911010556,0.0015103931073099,39.5404064450413,False,True,success,
NHMIS-HDQAA,cklr_m9_s35_556db604d9a4831d,556db604d9a4831d,9,33,35,2873015212257561651,0.03,9,231,33,8712,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644246884884,1.0,expm,,,39.52711911010556,0.0005823881365358,39.54099267208949,False,False,success,
HMIS-HDQAA,cklr_m9_s36_3ed381afbc641a5b,3ed381afbc641a5b,9,33,36,2858034298658752869,0.05,6,234,33,8811,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0220171557126929,1.0,expm,,,40.382933581015095,3.2872892916202545e-05,40.39712982089259,False,False,success,
NHMIS-FKQAA,cklr_m9_s36_3ed381afbc641a5b,3ed381afbc641a5b,9,33,36,2858034298658752869,0.05,6,234,33,8811,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0331021202823057,1.0,expm,70488.0,4.373834627813267e-12,40.382933581015095,0.0015029399655759,40.39648551796563,False,True,success,
NHMIS-HDQAA,cklr_m9_s36_3ed381afbc641a5b,3ed381afbc641a5b,9,33,36,2858034298658752869,0.05,6,234,33,8811,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644247575176,1.0,expm,,,40.382933581015095,0.0006050639785826,40.39709451096133,False,False,success,
HMIS-HDQAA,cklr_m9_s37_a93d0296363a214f,a93d0296363a214f,9,33,37,454339870942062277,0.05,5,235,33,8844,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0221402018346497,1.0,expm,,,40.21836633305065,2.71450262516737e-05,40.2340417727828,False,False,success,
NHMIS-FKQAA,cklr_m9_s37_a93d0296363a214f,a93d0296363a214f,9,33,37,454339870942062277,0.05,5,235,33,8844,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0241718840551068,1.0,expm,70752.0,7.100986465502501e-13,40.21836633305065,0.001515305833891,40.23343238583766,False,True,success,
NHMIS-HDQAA,cklr_m9_s37_a93d0296363a214f,a93d0296363a214f,9,33,37,454339870942062277,0.05,5,235,33,8844,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644247793164,1.0,expm,,,40.21836633305065,0.0005763908848166,40.23401261679828,False,False,success,
HMIS-HDQAA,cklr_m9_s38_bcd566b61ff4496d,bcd566b61ff4496d,9,33,38,5727221978878957654,0.05,15,225,33,8514,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0209127836798732,1.0,expm,,,39.05762145505287,3.0888011679053307e-05,39.07135137892328,False,False,success,
NHMIS-FKQAA,cklr_m9_s38_bcd566b61ff4496d,bcd566b61ff4496d,9,33,38,5727221978878957654,0.05,15,225,33,8514,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0245810444491548,1.0,expm,68112.0,2.8839153287663066e-12,39.05762145505287,0.0014243491459637,39.070752871921286,False,True,success,
NHMIS-HDQAA,cklr_m9_s38_bcd566b61ff4496d,bcd566b61ff4496d,9,33,38,5727221978878957654,0.05,15,225,33,8514,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644245504298,1.0,expm,,,39.05762145505287,0.0005609069485217,39.071318082977086,False,False,success,
HMIS-HDQAA,cklr_m9_s39_61afd2333d5a3c4c,61afd2333d5a3c4c,9,33,39,5709707769498042942,0.05,7,233,33,8778,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.021894171794347,1.0,expm,,,39.99328733189032,3.242306411266327e-05,40.007143506081775,False,False,success,
NHMIS-FKQAA,cklr_m9_s39_61afd2333d5a3c4c,61afd2333d5a3c4c,9,33,39,5709707769498042942,0.05,7,233,33,8778,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0383007715663638,1.0,expm,70224.0,6.619149672815183e-12,39.99328733189032,0.0015072468668222,40.00653186906129,False,True,success,
NHMIS-HDQAA,cklr_m9_s39_61afd2333d5a3c4c,61afd2333d5a3c4c,9,33,39,5709707769498042942,0.05,7,233,33,8778,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644247357188,1.0,expm,,,39.99328733189032,0.0005727070383727,40.00710890395567,False,False,success,
HMIS-HDQAA,cklr_m9_s40_07c6fc40cbdfc532,07c6fc40cbdfc532,9,33,40,2906086817913980184,0.05,11,229,33,8646,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0214028986256726,1.0,expm,,,40.09496387699619,3.194110468029976e-05,40.10925354203209,False,False,success,
NHMIS-FKQAA,cklr_m9_s40_07c6fc40cbdfc532,07c6fc40cbdfc532,9,33,40,2906086817913980184,0.05,11,229,33,8646,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0314450858587511,1.0,expm,69168.0,6.928901896685602e-12,40.09496387699619,0.0014786960091441,40.10863917507231,False,True,success,
NHMIS-HDQAA,cklr_m9_s40_07c6fc40cbdfc532,07c6fc40cbdfc532,9,33,40,2906086817913980184,0.05,11,229,33,8646,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644246412578,1.0,expm,,,40.09496387699619,0.0005758961196988,40.10921923187561,False,False,success,
HMIS-HDQAA,cklr_m9_s41_f1d4ff9d1a140188,f1d4ff9d1a140188,9,33,41,4158893933552992021,0.05,10,230,33,8679,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0215256134726165,1.0,expm,,,39.80146343098022,3.111385740339756e-05,39.81525723799132,False,False,success,
NHMIS-FKQAA,cklr_m9_s41_f1d4ff9d1a140188,f1d4ff9d1a140188,9,33,41,4158893933552992021,0.05,10,230,33,8679,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0460131399576014,1.0,expm,69432.0,3.326672270986819e-12,39.80146343098022,0.0014828550629317,39.814652336994186,False,True,success,
NHMIS-HDQAA,cklr_m9_s41_f1d4ff9d1a140188,f1d4ff9d1a140188,9,33,41,4158893933552992021,0.05,10,230,33,8679,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644246630566,1.0,expm,,,39.80146343098022,0.0005672071129083,39.81522339396179,False,False,success,
HMIS-HDQAA,cklr_m9_s42_15582a586891530b,15582a586891530b,9,33,42,6322943708253286210,0.05,13,227,33,8580,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0211576881263878,1.0,expm,,,39.02343994099647,3.100908361375332e-05,39.0371766241733,False,False,success,
NHMIS-FKQAA,cklr_m9_s42_15582a586891530b,15582a586891530b,9,33,42,6322943708253286210,0.05,13,227,33,8580,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0204753333272457,1.0,expm,68640.0,8.585576694031259e-12,39.02343994099647,0.0014321110211312,39.036584201967344,False,True,success,
NHMIS-HDQAA,cklr_m9_s42_15582a586891530b,15582a586891530b,9,33,42,6322943708253286210,0.05,13,227,33,8580,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644245976604,1.0,expm,,,39.02343994099647,0.0005548801273107,39.03714337712154,False,False,success,
HMIS-HDQAA,cklr_m9_s43_2fd2b84fab7c3731,2fd2b84fab7c3731,9,33,43,9145330892500172167,0.05,13,227,33,8580,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0211576881263878,1.0,expm,,,38.92522793612443,3.0915020033717155e-05,38.938923307927325,False,False,success,
NHMIS-FKQAA,cklr_m9_s43_2fd2b84fab7c3731,2fd2b84fab7c3731,9,33,43,9145330892500172167,0.05,13,227,33,8580,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0204753333273202,1.0,expm,68640.0,8.585576694031259e-12,38.92522793612443,0.0014140869025141,38.93833109899424,False,True,success,
NHMIS-HDQAA,cklr_m9_s43_2fd2b84fab7c3731,2fd2b84fab7c3731,9,33,43,9145330892500172167,0.05,13,227,33,8580,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644246012936,1.0,expm,,,38.92522793612443,0.0005550528876483,38.93889018986374,False,False,success,
HMIS-HDQAA,cklr_m9_s44_1d7a9998f5438ee8,1d7a9998f5438ee8,9,33,44,983745685599198088,0.05,8,232,33,8745,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0217712520962522,1.0,expm,,,39.78304749797098,3.087986260652542e-05,39.79710733401589,False,False,success,
NHMIS-FKQAA,cklr_m9_s44_1d7a9998f5438ee8,1d7a9998f5438ee8,9,33,44,983745685599198088,0.05,8,232,33,8745,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0496697711913386,1.0,expm,69960.0,3.297362383136715e-12,39.78304749797098,0.0016638059169054,39.796487140934914,False,True,success,
NHMIS-HDQAA,cklr_m9_s44_1d7a9998f5438ee8,1d7a9998f5438ee8,9,33,44,983745685599198088,0.05,8,232,33,8745,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644247102872,1.0,expm,,,39.78304749797098,0.0005831369198858,39.797074359841645,False,False,success,
HMIS-HDQAA,cklr_m9_s45_049d0b79f59c88e3,049d0b79f59c88e3,9,33,45,3099048469774356925,0.05,8,232,33,8745,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0217712520962522,1.0,expm,,,40.23190148617141,3.292318433523178e-05,40.24569857981987,False,False,success,
NHMIS-FKQAA,cklr_m9_s45_049d0b79f59c88e3,049d0b79f59c88e3,9,33,45,3099048469774356925,0.05,8,232,33,8745,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0496697711913386,1.0,expm,69960.0,3.297362383136715e-12,40.23190148617141,0.0015006049070507,40.24507365585305,False,True,success,
NHMIS-HDQAA,cklr_m9_s45_049d0b79f59c88e3,049d0b79f59c88e3,9,33,45,3099048469774356925,0.05,8,232,33,8745,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644247102872,1.0,expm,,,40.23190148617141,0.0005851068999618,40.24566336488351,False,False,success,
HMIS-HDQAA,cklr_m9_s46_332ef759fcd32985,332ef759fcd32985,9,33,46,4532183310006174402,0.05,9,231,33,8712,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0216483986440915,1.0,expm,,,39.86391009693034,3.192620351910591e-05,39.8776614011731,False,False,success,
NHMIS-FKQAA,cklr_m9_s46_332ef759fcd32985,332ef759fcd32985,9,33,46,4532183310006174402,0.05,9,231,33,8712,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0439312540303968,1.0,expm,69696.0,2.8612667790639534e-12,39.86391009693034,0.001491674920544,39.87704139202833,False,True,success,
NHMIS-HDQAA,cklr_m9_s46_332ef759fcd32985,332ef759fcd32985,9,33,46,4532183310006174402,0.05,9,231,33,8712,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9986644246884884,1.0,expm,,,39.86391009693034,0.0005817031487822,39.87762735504657,False,False,success,
HMIS-HDQAA,cklr_m9_s47_3a72c6a537eb9a4b,3a72c6a537eb9a4b,9,33,47,7459993006017761302,0.05,10,230,33,8679,511,9,9,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0215256134726165,1.0,expm,,,39.88876630901359,3.128894604742527e-05,39.90282165189274,False,False,success,
